Date,Product,Category,Sales,Quantity,Price
2024-06-18,Office Chair,Furniture,45645.36,5,9000
2024-06-18,Desk,Furniture,10644.57,1,12000
2024-06-18,Monitor,Electronics,65619.72,4,15000
2024-06-19,Laptop,Electronics,320418.95,6,55000
2024-06-19,Smartphone,Electronics,83248.1,3,30000
2024-06-19,Headphones,Accessories,11889.47,5,2500
2024-06-19,Keyboard,Accessories,9088.11,6,1500
2024-06-19,Mouse,Accessories,2549.52,3,800
2024-06-19,Office Chair,Furniture,8937.72,1,9000
2024-06-19,Desk,Furniture,87057.63,7,12000
2024-06-19,Monitor,Electronics,14488.07,1,15000
2024-06-20,Laptop,Electronics,118428.33,2,55000
2024-06-20,Smartphone,Electronics,115253.99,4,30000
2024-06-20,Headphones,Accessories,4693.21,2,2500
2024-06-20,Keyboard,Accessories,6469.41,4,1500
2024-06-20,Mouse,Accessories,5052.38,6,800
2024-06-20,Office Chair,Furniture,24679.98,3,9000
2024-06-20,Desk,Furniture,12690.25,1,12000
2024-06-20,Monitor,Electronics,31791.55,2,15000
2024-06-21,Laptop,Electronics,54148.67,1,55000
2024-06-21,Smartphone,Electronics,190284.59,6,30000
2024-06-21,Headphones,Accessories,9931.09,4,2500
2024-06-21,Keyboard,Accessories,9880.02,7,1500
2024-06-21,Mouse,Accessories,728.24,1,800
2024-06-21,Office Chair,Furniture,17244.45,2,9000
2024-06-21,Desk,Furniture,50092.83,4,12000
2024-06-21,Monitor,Electronics,97683.92,6,15000
2024-06-22,Laptop,Electronics,245964.01,4,55000
2024-06-22,Smartphone,Electronics,227286.3,8,30000
2024-06-22,Headphones,Accessories,19233.82,8,2500
2024-06-22,Keyboard,Accessories,3009.11,2,1500
2024-06-22,Mouse,Accessories,4639.16,6,800
2024-06-22,Office Chair,Furniture,39958.45,5,9000
2024-06-22,Desk,Furniture,58679.61,5,12000
2024-06-22,Monitor,Electronics,66311.59,4,15000
2024-06-23,Laptop,Electronics,205889.89,4,55000
2024-06-23,Smartphone,Electronics,32076.82,1,30000
2024-06-23,Headphones,Accessories,13696.54,5,2500
2024-06-23,Keyboard,Accessories,4939.77,3,1500
2024-06-23,Mouse,Accessories,2112.11,3,800
2024-06-23,Office Chair,Furniture,24479.21,3,9000
2024-06-23,Desk,Furniture,71314.99,6,12000
2024-06-23,Monitor,Electronics,58295.21,4,15000
2024-06-24,Laptop,Electronics,320527.72,6,55000
2024-06-24,Smartphone,Electronics,193061.71,6,30000
2024-06-24,Headphones,Accessories,7360.59,3,2500
2024-06-24,Keyboard,Accessories,1471.72,1,1500
2024-06-24,Mouse,Accessories,5281.62,6,800
2024-06-24,Office Chair,Furniture,57367.1,7,9000
2024-06-24,Desk,Furniture,11401.59,1,12000
2024-06-24,Monitor,Electronics,48521.22,3,15000
2024-06-25,Laptop,Electronics,177074.31,3,55000
2024-06-25,Smartphone,Electronics,133875.8,4,30000
2024-06-25,Headphones,Accessories,15816.02,6,2500
2024-06-25,Keyboard,Accessories,4638.5,3,1500
2024-06-25,Mouse,Accessories,758.05,1,800
2024-06-25,Office Chair,Furniture,62241.61,7,9000
2024-06-25,Desk,Furniture,65437.87,6,12000
2024-06-25,Monitor,Electronics,54190.1,4,15000
2024-06-26,Laptop,Electronics,294052.99,6,55000
2024-06-26,Smartphone,Electronics,29775.13,1,30000
2024-06-26,Headphones,Accessories,2694.72,1,2500
2024-06-26,Keyboard,Accessories,7135.03,5,1500
2024-06-26,Mouse,Accessories,2532.62,3,800
2024-06-26,Office Chair,Furniture,8023.99,1,9000
2024-06-26,Desk,Furniture,52345.8,4,12000
2024-06-26,Monitor,Electronics,31208.19,2,15000
2024-06-27,Laptop,Electronics,317360.14,6,55000
2024-06-27,Smartphone,Electronics,216359.28,7,30000
2024-06-27,Headphones,Accessories,13514.46,5,2500
2024-06-27,Keyboard,Accessories,8847.03,6,1500
2024-06-27,Mouse,Accessories,2685.37,3,800
2024-06-27,Office Chair,Furniture,18316.87,2,9000
2024-06-27,Desk,Furniture,53716.43,5,12000
2024-06-27,Monitor,Electronics,55971.24,4,15000
2024-06-28,Laptop,Electronics,199668.46,4,55000
2024-06-28,Smartphone,Electronics,150908.63,5,30000
2024-06-28,Headphones,Accessories,2601.52,1,2500
2024-06-28,Keyboard,Accessories,1343.29,1,1500
2024-06-28,Mouse,Accessories,708.83,1,800
2024-06-28,Office Chair,Furniture,61948.06,7,9000
2024-06-28,Desk,Furniture,52730.99,4,12000
2024-06-28,Monitor,Electronics,95915.8,6,15000
2024-06-29,Laptop,Electronics,52898.77,1,55000
2024-06-29,Smartphone,Electronics,118369.34,4,30000
2024-06-29,Headphones,Accessories,12893.92,5,2500
2024-06-29,Keyboard,Accessories,6415.88,4,1500
2024-06-29,Mouse,Accessories,2248.76,3,800
2024-06-29,Office Chair,Furniture,65635.66,8,9000
2024-06-29,Desk,Furniture,46669.57,4,12000
2024-06-29,Monitor,Electronics,83473.79,5,15000
2024-06-30,Laptop,Electronics,243788.04,4,55000
2024-06-30,Smartphone,Electronics,59609.72,2,30000
2024-06-30,Headphones,Accessories,2503.76,1,2500
2024-06-30,Keyboard,Accessories,11732.08,8,1500
2024-06-30,Mouse,Accessories,4517.06,6,800
2024-06-30,Office Chair,Furniture,8005.89,1,9000
2024-06-30,Desk,Furniture,64148.81,6,12000
2024-06-30,Monitor,Electronics,42589.59,3,15000
2024-07-01,Laptop,Electronics,54346.14,1,55000
2024-07-01,Smartphone,Electronics,149353.48,5,30000
2024-07-01,Headphones,Accessories,15398.81,6,2500
2024-07-01,Keyboard,Accessories,7453.72,5,1500
2024-07-01,Mouse,Accessories,803.18,1,800
2024-07-01,Office Chair,Furniture,58589.6,6,9000
2024-07-01,Desk,Furniture,11190.92,1,12000
2024-07-01,Monitor,Electronics,48714.39,3,15000
2024-07-02,Laptop,Electronics,52872.96,1,55000
2024-07-02,Smartphone,Electronics,147787.39,5,30000
2024-07-02,Headphones,Accessories,14628.47,6,2500
2024-07-02,Keyboard,Accessories,9932.59,6,1500
2024-07-02,Mouse,Accessories,860.8,1,800
2024-07-02,Office Chair,Furniture,9252.86,1,9000
2024-07-02,Desk,Furniture,57771.21,5,12000
2024-07-02,Monitor,Electronics,106884.44,7,15000
2024-07-03,Laptop,Electronics,384403.7,7,55000
2024-07-03,Smartphone,Electronics,80168.84,3,30000
2024-07-03,Headphones,Accessories,6836.68,3,2500
2024-07-03,Keyboard,Accessories,8276.84,6,1500
2024-07-03,Mouse,Accessories,3376.53,4,800
2024-07-03,Office Chair,Furniture,47311.55,5,9000
2024-07-03,Desk,Furniture,50011.48,4,12000
2024-07-03,Monitor,Electronics,16165.65,1,15000
2024-07-04,Laptop,Electronics,426952.66,7,55000
2024-07-04,Smartphone,Electronics,132056.34,5,30000
2024-07-04,Headphones,Accessories,6603.79,3,2500
2024-07-04,Keyboard,Accessories,8476.43,6,1500
2024-07-04,Mouse,Accessories,4982.51,7,800
2024-07-04,Office Chair,Furniture,37612.14,4,9000
2024-07-04,Desk,Furniture,24952.08,2,12000
2024-07-04,Monitor,Electronics,14842.45,1,15000
2024-07-05,Laptop,Electronics,99236.32,2,55000
2024-07-05,Smartphone,Electronics,205914.97,7,30000
2024-07-05,Headphones,Accessories,10960.77,4,2500
2024-07-05,Keyboard,Accessories,5395.46,4,1500
2024-07-05,Mouse,Accessories,5935.8,7,800
2024-07-05,Office Chair,Furniture,18728.23,2,9000
2024-07-05,Desk,Furniture,12421.78,1,12000
2024-07-05,Monitor,Electronics,46011.54,3,15000
2024-07-06,Laptop,Electronics,110056.86,2,55000
2024-07-06,Smartphone,Electronics,98927.0,3,30000
2024-07-06,Headphones,Accessories,2292.59,1,2500
2024-07-06,Keyboard,Accessories,4741.89,3,1500
2024-07-06,Mouse,Accessories,2538.81,3,800
2024-07-06,Office Chair,Furniture,40317.59,5,9000
2024-07-06,Desk,Furniture,65816.13,6,12000
2024-07-06,Monitor,Electronics,15701.58,1,15000
2024-07-07,Laptop,Electronics,209178.15,4,55000
2024-07-07,Smartphone,Electronics,27007.63,1,30000
2024-07-07,Headphones,Accessories,17809.95,8,2500
2024-07-07,Keyboard,Accessories,8054.44,5,1500
2024-07-07,Mouse,Accessories,6159.11,8,800
2024-07-07,Office Chair,Furniture,77472.98,8,9000
2024-07-07,Desk,Furniture,77972.04,6,12000
2024-07-07,Monitor,Electronics,97599.77,6,15000
2024-07-08,Laptop,Electronics,229132.64,4,55000
2024-07-08,Smartphone,Electronics,212143.73,7,30000
2024-07-08,Headphones,Accessories,16040.35,6,2500
2024-07-08,Keyboard,Accessories,5605.84,4,1500
2024-07-08,Mouse,Accessories,2371.27,3,800
2024-07-08,Office Chair,Furniture,39599.73,4,9000
2024-07-08,Desk,Furniture,75913.29,7,12000
2024-07-08,Monitor,Electronics,45887.75,3,15000
2024-07-09,Laptop,Electronics,106569.38,2,55000
2024-07-09,Smartphone,Electronics,188881.31,6,30000
2024-07-09,Headphones,Accessories,2515.49,1,2500
2024-07-09,Keyboard,Accessories,2760.14,2,1500
2024-07-09,Mouse,Accessories,4139.91,5,800
2024-07-09,Office Chair,Furniture,49213.05,5,9000
2024-07-09,Desk,Furniture,13286.34,1,12000
2024-07-09,Monitor,Electronics,39874.84,3,15000
2024-07-10,Laptop,Electronics,213606.46,4,55000
2024-07-10,Smartphone,Electronics,86557.05,3,30000
2024-07-10,Headphones,Accessories,18725.23,7,2500
2024-07-10,Keyboard,Accessories,4296.11,3,1500
2024-07-10,Mouse,Accessories,5199.9,6,800
2024-07-10,Office Chair,Furniture,19476.24,2,9000
2024-07-10,Desk,Furniture,48687.61,4,12000
2024-07-10,Monitor,Electronics,109744.51,7,15000
2024-07-11,Laptop,Electronics,306153.67,5,55000
2024-07-11,Smartphone,Electronics,159589.59,6,30000
2024-07-11,Headphones,Accessories,7557.44,3,2500
2024-07-11,Keyboard,Accessories,7291.57,5,1500
2024-07-11,Mouse,Accessories,2232.31,3,800
2024-07-11,Office Chair,Furniture,26274.15,3,9000
2024-07-11,Desk,Furniture,23397.7,2,12000
2024-07-11,Monitor,Electronics,95534.21,6,15000
2024-07-12,Laptop,Electronics,383877.45,7,55000
2024-07-12,Smartphone,Electronics,65761.2,2,30000
2024-07-12,Headphones,Accessories,12111.19,5,2500
2024-07-12,Keyboard,Accessories,5732.11,4,1500
2024-07-12,Mouse,Accessories,5524.91,7,800
2024-07-12,Office Chair,Furniture,19411.38,2,9000
2024-07-12,Desk,Furniture,10814.02,1,12000
2024-07-12,Monitor,Electronics,49980.26,3,15000
2024-07-13,Laptop,Electronics,195233.51,4,55000
2024-07-13,Smartphone,Electronics,181788.81,6,30000
2024-07-13,Headphones,Accessories,12433.64,5,2500
2024-07-13,Keyboard,Accessories,7575.07,5,1500
2024-07-13,Mouse,Accessories,4508.44,6,800
2024-07-13,Office Chair,Furniture,70970.83,8,9000
2024-07-13,Desk,Furniture,25882.45,2,12000
2024-07-13,Monitor,Electronics,69503.23,5,15000
2024-07-14,Laptop,Electronics,55098.29,1,55000
2024-07-14,Smartphone,Electronics,226766.27,8,30000
2024-07-14,Headphones,Accessories,10793.65,4,2500
2024-07-14,Keyboard,Accessories,5780.08,4,1500
2024-07-14,Mouse,Accessories,3263.73,4,800
2024-07-14,Office Chair,Furniture,44395.67,5,9000
2024-07-14,Desk,Furniture,103298.08,8,12000
2024-07-14,Monitor,Electronics,58585.61,4,15000
2024-07-15,Laptop,Electronics,58096.43,1,55000
2024-07-15,Smartphone,Electronics,61777.05,2,30000
2024-07-15,Headphones,Accessories,2675.51,1,2500
2024-07-15,Keyboard,Accessories,4177.42,3,1500
2024-07-15,Mouse,Accessories,3662.06,5,800
2024-07-15,Office Chair,Furniture,44735.9,5,9000
2024-07-15,Desk,Furniture,52687.98,4,12000
2024-07-15,Monitor,Electronics,116693.53,7,15000
2024-07-16,Laptop,Electronics,281541.96,5,55000
2024-07-16,Smartphone,Electronics,181442.3,6,30000
2024-07-16,Headphones,Accessories,8891.16,4,2500
2024-07-16,Keyboard,Accessories,9627.5,6,1500
2024-07-16,Mouse,Accessories,2860.35,4,800
2024-07-16,Office Chair,Furniture,35713.0,4,9000
2024-07-16,Desk,Furniture,26557.68,2,12000
2024-07-16,Monitor,Electronics,16616.8,1,15000
2024-07-17,Laptop,Electronics,122698.07,2,55000
2024-07-17,Smartphone,Electronics,127333.09,4,30000
2024-07-17,Headphones,Accessories,15319.43,6,2500
2024-07-17,Keyboard,Accessories,2993.82,2,1500
2024-07-17,Mouse,Accessories,2229.06,3,800
2024-07-17,Office Chair,Furniture,61284.49,7,9000
2024-07-17,Desk,Furniture,39617.87,3,12000
2024-07-17,Monitor,Electronics,45834.61,3,15000
2024-07-18,Laptop,Electronics,180620.32,3,55000
2024-07-18,Smartphone,Electronics,88003.82,3,30000
2024-07-18,Headphones,Accessories,7683.81,3,2500
2024-07-18,Keyboard,Accessories,10685.29,7,1500
2024-07-18,Mouse,Accessories,3977.42,5,800
2024-07-18,Office Chair,Furniture,57092.07,7,9000
2024-07-18,Desk,Furniture,42276.49,4,12000
2024-07-18,Monitor,Electronics,16249.09,1,15000
2024-07-19,Laptop,Electronics,157551.2,3,55000
2024-07-19,Smartphone,Electronics,88883.69,3,30000
2024-07-19,Headphones,Accessories,13914.6,5,2500
2024-07-19,Keyboard,Accessories,8267.49,5,1500
2024-07-19,Mouse,Accessories,1591.11,2,800
2024-07-19,Office Chair,Furniture,39929.93,5,9000
2024-07-19,Desk,Furniture,37663.48,3,12000
2024-07-19,Monitor,Electronics,30954.32,2,15000
2024-07-20,Laptop,Electronics,265675.22,5,55000
2024-07-20,Smartphone,Electronics,57601.07,2,30000
2024-07-20,Headphones,Accessories,6979.27,3,2500
2024-07-20,Keyboard,Accessories,1605.62,1,1500
2024-07-20,Mouse,Accessories,2686.74,3,800
2024-07-20,Office Chair,Furniture,19418.99,2,9000
2024-07-20,Desk,Furniture,84533.4,8,12000
2024-07-20,Monitor,Electronics,47568.99,3,15000
2024-07-21,Laptop,Electronics,56754.36,1,55000
2024-07-21,Smartphone,Electronics,219428.18,8,30000
2024-07-21,Headphones,Accessories,13465.78,5,2500
2024-07-21,Keyboard,Accessories,1595.8,1,1500
2024-07-21,Mouse,Accessories,3353.63,4,800
2024-07-21,Office Chair,Furniture,64891.09,8,9000
2024-07-21,Desk,Furniture,12642.67,1,12000
2024-07-21,Monitor,Electronics,88002.93,6,15000
2024-07-22,Laptop,Electronics,292340.28,6,55000
2024-07-22,Smartphone,Electronics,86734.52,3,30000
2024-07-22,Headphones,Accessories,7737.76,3,2500
2024-07-22,Keyboard,Accessories,8305.84,5,1500
2024-07-22,Mouse,Accessories,1410.34,2,800
2024-07-22,Office Chair,Furniture,27146.3,3,9000
2024-07-22,Desk,Furniture,21562.73,2,12000
2024-07-22,Monitor,Electronics,113620.28,7,15000
2024-07-23,Laptop,Electronics,230934.17,4,55000
2024-07-23,Smartphone,Electronics,109781.66,4,30000
2024-07-23,Headphones,Accessories,4883.45,2,2500
2024-07-23,Keyboard,Accessories,9772.0,7,1500
2024-07-23,Mouse,Accessories,1515.91,2,800
2024-07-23,Office Chair,Furniture,69489.93,7,9000
2024-07-23,Desk,Furniture,67959.38,6,12000
2024-07-23,Monitor,Electronics,86144.31,6,15000
2024-07-24,Laptop,Electronics,297587.23,5,55000
2024-07-24,Smartphone,Electronics,31011.43,1,30000
2024-07-24,Headphones,Accessories,11101.01,5,2500
2024-07-24,Keyboard,Accessories,4346.44,3,1500
2024-07-24,Mouse,Accessories,849.85,1,800
2024-07-24,Office Chair,Furniture,68876.53,7,9000
2024-07-24,Desk,Furniture,91397.38,7,12000
2024-07-24,Monitor,Electronics,30618.23,2,15000
2024-07-25,Laptop,Electronics,296084.64,6,55000
2024-07-25,Smartphone,Electronics,56283.82,2,30000
2024-07-25,Headphones,Accessories,9363.17,4,2500
2024-07-25,Keyboard,Accessories,8047.13,5,1500
2024-07-25,Mouse,Accessories,4872.91,6,800
2024-07-25,Office Chair,Furniture,32914.45,4,9000
2024-07-25,Desk,Furniture,88448.41,7,12000
2024-07-25,Monitor,Electronics,59952.41,4,15000
2024-07-26,Laptop,Electronics,360253.78,6,55000
2024-07-26,Smartphone,Electronics,63192.79,2,30000
2024-07-26,Headphones,Accessories,2649.19,1,2500
2024-07-26,Keyboard,Accessories,9498.93,7,1500
2024-07-26,Mouse,Accessories,802.14,1,800
2024-07-26,Office Chair,Furniture,18928.97,2,9000
2024-07-26,Desk,Furniture,75576.55,6,12000
2024-07-26,Monitor,Electronics,107098.32,7,15000
2024-07-27,Laptop,Electronics,52892.89,1,55000
2024-07-27,Smartphone,Electronics,126938.04,4,30000
2024-07-27,Headphones,Accessories,13792.66,5,2500
2024-07-27,Keyboard,Accessories,1449.68,1,1500
2024-07-27,Mouse,Accessories,2437.43,3,800
2024-07-27,Office Chair,Furniture,17193.66,2,9000
2024-07-27,Desk,Furniture,52690.94,4,12000
2024-07-27,Monitor,Electronics,44285.23,3,15000
2024-07-28,Laptop,Electronics,53380.54,1,55000
2024-07-28,Smartphone,Electronics,125044.03,4,30000
2024-07-28,Headphones,Accessories,2612.21,1,2500
2024-07-28,Keyboard,Accessories,3046.53,2,1500
2024-07-28,Mouse,Accessories,3301.92,4,800
2024-07-28,Office Chair,Furniture,63435.4,8,9000
2024-07-28,Desk,Furniture,90337.49,8,12000
2024-07-28,Monitor,Electronics,46796.96,3,15000
2024-07-29,Laptop,Electronics,52075.4,1,55000
2024-07-29,Smartphone,Electronics,99736.69,3,30000
2024-07-29,Headphones,Accessories,19364.73,7,2500
2024-07-29,Keyboard,Accessories,1357.93,1,1500
2024-07-29,Mouse,Accessories,2477.38,3,800
2024-07-29,Office Chair,Furniture,40120.41,5,9000
2024-07-29,Desk,Furniture,59979.42,5,12000
2024-07-29,Monitor,Electronics,105010.11,7,15000
2024-07-30,Laptop,Electronics,54682.77,1,55000
2024-07-30,Smartphone,Electronics,61935.71,2,30000
2024-07-30,Headphones,Accessories,7265.66,3,2500
2024-07-30,Keyboard,Accessories,6516.9,4,1500
2024-07-30,Mouse,Accessories,3919.84,5,800
2024-07-30,Office Chair,Furniture,44090.61,5,9000
2024-07-30,Desk,Furniture,22341.09,2,12000
2024-07-30,Monitor,Electronics,16331.15,1,15000
2024-07-31,Laptop,Electronics,360108.41,6,55000
2024-07-31,Smartphone,Electronics,32132.93,1,30000
2024-07-31,Headphones,Accessories,17952.56,7,2500
2024-07-31,Keyboard,Accessories,2924.21,2,1500
2024-07-31,Mouse,Accessories,5096.97,7,800
2024-07-31,Office Chair,Furniture,25805.27,3,9000
2024-07-31,Desk,Furniture,42841.33,4,12000
2024-07-31,Monitor,Electronics,63070.18,4,15000
2024-08-01,Laptop,Electronics,336270.68,6,55000
2024-08-01,Smartphone,Electronics,142346.75,5,30000
2024-08-01,Headphones,Accessories,7800.36,3,2500
2024-08-01,Keyboard,Accessories,1360.14,1,1500
2024-08-01,Mouse,Accessories,1616.82,2,800
2024-08-01,Office Chair,Furniture,68072.46,7,9000
2024-08-01,Desk,Furniture,67539.84,6,12000
2024-08-01,Monitor,Electronics,86486.66,6,15000
2024-08-02,Laptop,Electronics,346583.13,6,55000
2024-08-02,Smartphone,Electronics,176269.36,6,30000
2024-08-02,Headphones,Accessories,2641.72,1,2500
2024-08-02,Keyboard,Accessories,9066.83,6,1500
2024-08-02,Mouse,Accessories,4531.21,6,800
2024-08-02,Office Chair,Furniture,44612.23,5,9000
2024-08-02,Desk,Furniture,42719.89,4,12000
2024-08-02,Monitor,Electronics,31278.3,2,15000
2024-08-03,Laptop,Electronics,217619.72,4,55000
2024-08-03,Smartphone,Electronics,223860.79,8,30000
2024-08-03,Headphones,Accessories,11142.43,4,2500
2024-08-03,Keyboard,Accessories,4581.38,3,1500
2024-08-03,Mouse,Accessories,1703.74,2,800
2024-08-03,Office Chair,Furniture,52285.83,6,9000
2024-08-03,Desk,Furniture,56624.39,5,12000
2024-08-03,Monitor,Electronics,72152.47,5,15000
2024-08-04,Laptop,Electronics,441896.63,8,55000
2024-08-04,Smartphone,Electronics,124085.57,4,30000
2024-08-04,Headphones,Accessories,8803.25,4,2500
2024-08-04,Keyboard,Accessories,4676.05,3,1500
2024-08-04,Mouse,Accessories,4455.23,5,800
2024-08-04,Office Chair,Furniture,75034.02,8,9000
2024-08-04,Desk,Furniture,38849.15,3,12000
2024-08-04,Monitor,Electronics,128074.83,8,15000
2024-08-05,Laptop,Electronics,268268.35,5,55000
2024-08-05,Smartphone,Electronics,131504.31,4,30000
2024-08-05,Headphones,Accessories,11684.71,5,2500
2024-08-05,Keyboard,Accessories,3074.37,2,1500
2024-08-05,Mouse,Accessories,4237.55,5,800
2024-08-05,Office Chair,Furniture,65595.23,7,9000
2024-08-05,Desk,Furniture,53273.74,4,12000
2024-08-05,Monitor,Electronics,14060.97,1,15000
2024-08-06,Laptop,Electronics,222348.67,4,55000
2024-08-06,Smartphone,Electronics,213089.19,7,30000
2024-08-06,Headphones,Accessories,14516.45,6,2500
2024-08-06,Keyboard,Accessories,4743.68,3,1500
2024-08-06,Mouse,Accessories,5117.24,7,800
2024-08-06,Office Chair,Furniture,19499.88,2,9000
2024-08-06,Desk,Furniture,36676.5,3,12000
2024-08-06,Monitor,Electronics,50201.86,3,15000
2024-08-07,Laptop,Electronics,214095.15,4,55000
2024-08-07,Smartphone,Electronics,124113.18,4,30000
2024-08-07,Headphones,Accessories,2407.12,1,2500
2024-08-07,Keyboard,Accessories,5765.77,4,1500
2024-08-07,Mouse,Accessories,4765.43,6,800
2024-08-07,Office Chair,Furniture,56356.71,7,9000
2024-08-07,Desk,Furniture,64434.87,6,12000
2024-08-07,Monitor,Electronics,16550.18,1,15000
2024-08-08,Laptop,Electronics,226912.67,4,55000
2024-08-08,Smartphone,Electronics,80162.58,3,30000
2024-08-08,Headphones,Accessories,2774.76,1,2500
2024-08-08,Keyboard,Accessories,4781.98,3,1500
2024-08-08,Mouse,Accessories,4431.11,5,800
2024-08-08,Office Chair,Furniture,48508.06,6,9000
2024-08-08,Desk,Furniture,79407.25,6,12000
2024-08-08,Monitor,Electronics,89128.76,6,15000
2024-08-09,Laptop,Electronics,101560.13,2,55000
2024-08-09,Smartphone,Electronics,187012.56,7,30000
2024-08-09,Headphones,Accessories,16310.26,6,2500
2024-08-09,Keyboard,Accessories,6572.65,4,1500
2024-08-09,Mouse,Accessories,3463.92,4,800
2024-08-09,Office Chair,Furniture,28899.57,3,9000
2024-08-09,Desk,Furniture,35065.66,3,12000
2024-08-09,Monitor,Electronics,66633.03,4,15000
2024-08-10,Laptop,Electronics,243835.49,4,55000
2024-08-10,Smartphone,Electronics,100392.7,3,30000
2024-08-10,Headphones,Accessories,2331.47,1,2500
2024-08-10,Keyboard,Accessories,7386.59,5,1500
2024-08-10,Mouse,Accessories,2213.43,3,800
2024-08-10,Office Chair,Furniture,55585.57,6,9000
2024-08-10,Desk,Furniture,21201.73,2,12000
2024-08-10,Monitor,Electronics,64213.37,4,15000
2024-08-11,Laptop,Electronics,159259.63,3,55000
2024-08-11,Smartphone,Electronics,33312.98,1,30000
2024-08-11,Headphones,Accessories,13858.69,5,2500
2024-08-11,Keyboard,Accessories,3185.26,2,1500
2024-08-11,Mouse,Accessories,4340.05,5,800
2024-08-11,Office Chair,Furniture,56829.57,6,9000
2024-08-11,Desk,Furniture,89826.2,8,12000
2024-08-11,Monitor,Electronics,46799.29,3,15000
2024-08-12,Laptop,Electronics,183222.64,3,55000
2024-08-12,Smartphone,Electronics,63911.43,2,30000
2024-08-12,Headphones,Accessories,15371.03,6,2500
2024-08-12,Keyboard,Accessories,6616.27,5,1500
2024-08-12,Mouse,Accessories,3881.91,5,800
2024-08-12,Office Chair,Furniture,33655.77,4,9000
2024-08-12,Desk,Furniture,32077.93,3,12000
2024-08-12,Monitor,Electronics,28716.02,2,15000
2024-08-13,Laptop,Electronics,110387.65,2,55000
2024-08-13,Smartphone,Electronics,84682.54,3,30000
2024-08-13,Headphones,Accessories,6652.51,3,2500
2024-08-13,Keyboard,Accessories,4926.21,3,1500
2024-08-13,Mouse,Accessories,3633.76,5,800
2024-08-13,Office Chair,Furniture,8252.22,1,9000
2024-08-13,Desk,Furniture,92457.75,7,12000
2024-08-13,Monitor,Electronics,44942.49,3,15000
2024-08-14,Laptop,Electronics,58445.3,1,55000
2024-08-14,Smartphone,Electronics,30975.19,1,30000
2024-08-14,Headphones,Accessories,10610.24,4,2500
2024-08-14,Keyboard,Accessories,4022.32,3,1500
2024-08-14,Mouse,Accessories,5703.65,7,800
2024-08-14,Office Chair,Furniture,55581.63,6,9000
2024-08-14,Desk,Furniture,56414.42,5,12000
2024-08-14,Monitor,Electronics,61063.31,4,15000
2024-08-15,Laptop,Electronics,114135.06,2,55000
2024-08-15,Smartphone,Electronics,65792.2,2,30000
2024-08-15,Headphones,Accessories,5501.89,2,2500
2024-08-15,Keyboard,Accessories,5319.63,4,1500
2024-08-15,Mouse,Accessories,2239.21,3,800
2024-08-15,Office Chair,Furniture,8413.98,1,9000
2024-08-15,Desk,Furniture,11064.64,1,12000
2024-08-15,Monitor,Electronics,31292.76,2,15000
2024-08-16,Laptop,Electronics,60946.06,1,55000
2024-08-16,Smartphone,Electronics,157889.76,5,30000
2024-08-16,Headphones,Accessories,7369.5,3,2500
2024-08-16,Keyboard,Accessories,6372.64,4,1500
2024-08-16,Mouse,Accessories,2194.84,3,800
2024-08-16,Office Chair,Furniture,68958.71,7,9000
2024-08-16,Desk,Furniture,90972.33,7,12000
2024-08-16,Monitor,Electronics,73550.06,5,15000
2024-08-17,Laptop,Electronics,237062.89,4,55000
2024-08-17,Smartphone,Electronics,119929.15,4,30000
2024-08-17,Headphones,Accessories,9290.71,4,2500
2024-08-17,Keyboard,Accessories,1426.45,1,1500
2024-08-17,Mouse,Accessories,5682.4,8,800
2024-08-17,Office Chair,Furniture,48442.21,6,9000
2024-08-17,Desk,Furniture,45641.19,4,12000
2024-08-17,Monitor,Electronics,45074.74,3,15000
2024-08-18,Laptop,Electronics,148964.1,3,55000
2024-08-18,Smartphone,Electronics,97253.84,3,30000
2024-08-18,Headphones,Accessories,13180.25,5,2500
2024-08-18,Keyboard,Accessories,7988.02,5,1500
2024-08-18,Mouse,Accessories,1724.72,2,800
2024-08-18,Office Chair,Furniture,19623.81,2,9000
2024-08-18,Desk,Furniture,85526.09,8,12000
2024-08-18,Monitor,Electronics,58923.29,4,15000
2024-08-19,Laptop,Electronics,267860.38,5,55000
2024-08-19,Smartphone,Electronics,159559.68,5,30000
2024-08-19,Headphones,Accessories,2554.26,1,2500
2024-08-19,Keyboard,Accessories,6032.41,4,1500
2024-08-19,Mouse,Accessories,4214.2,5,800
2024-08-19,Office Chair,Furniture,58518.11,7,9000
2024-08-19,Desk,Furniture,57176.77,5,12000
2024-08-19,Monitor,Electronics,49133.53,3,15000
2024-08-20,Laptop,Electronics,348164.11,6,55000
2024-08-20,Smartphone,Electronics,114530.43,4,30000
2024-08-20,Headphones,Accessories,7793.48,3,2500
2024-08-20,Keyboard,Accessories,10288.18,7,1500
2024-08-20,Mouse,Accessories,3925.72,5,800
2024-08-20,Office Chair,Furniture,19710.9,2,9000
2024-08-20,Desk,Furniture,63061.75,5,12000
2024-08-20,Monitor,Electronics,42531.54,3,15000
2024-08-21,Laptop,Electronics,53296.42,1,55000
2024-08-21,Smartphone,Electronics,100790.15,3,30000
2024-08-21,Headphones,Accessories,11163.66,4,2500
2024-08-21,Keyboard,Accessories,8769.3,6,1500
2024-08-21,Mouse,Accessories,3663.62,5,800
2024-08-21,Office Chair,Furniture,26445.76,3,9000
2024-08-21,Desk,Furniture,25205.69,2,12000
2024-08-21,Monitor,Electronics,42505.41,3,15000
